節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	
1671	0.	-16.757	64.354	
1672	8.4375	-14.01	65.007	
1673	0.	-22.154	62.701	
1674	8.4375	-19.473	63.585	
1675	0.	-27.391	60.597	
1676	8.4375	-24.795	61.705	
1677	0.	-32.432	58.055	
1678	8.4375	-29.939	59.38	
1679	0.	-37.238	55.096	
1680	8.4375	-34.866	56.627	
1681	0.	-41.777	51.739	
1682	8.4375	-39.543	53.466	
1683	0.	-46.014	48.01	
1684	8.4375	-43.935	49.92	
1727	16.875	-46.014	48.01	
1730	16.875	-41.777	51.739	
1731	25.313	-43.935	49.92	
1733	16.875	-37.238	55.096	
1734	25.313	-39.543	53.466	
1736	16.875	-32.432	58.055	
1737	25.313	-34.866	56.627	
1739	16.875	-27.391	60.597	
1740	25.313	-29.939	59.38	
1742	16.875	-22.154	62.701	
1743	25.313	-24.795	61.705	
1745	16.875	-16.757	64.354	
1746	25.313	-19.473	63.585	
1748	16.875	-11.239	65.543	
1749	25.313	-14.01	65.007	
1751	16.875	-5.6396	66.26	
1752	25.313	-8.4467	65.961	
1754	16.875	3.4369e-013	66.5	
1755	25.313	-2.8223	66.44	
1946	33.75	-46.014	48.01	
1949	33.75	-41.777	51.739	
1950	42.188	-43.935	49.92	
1952	33.75	-37.238	55.096	
1953	42.188	-39.543	53.466	
1955	33.75	-32.432	58.055	
1956	42.188	-34.866	56.627	
1958	33.75	-27.391	60.597	
1959	42.188	-29.939	59.38	
1961	33.75	-22.154	62.701	
1962	42.188	-24.795	61.705	
1964	33.75	-16.757	64.354	
1965	42.188	-19.473	63.585	
1967	33.75	-11.239	65.543	
1968	42.188	-14.01	65.007	
1970	33.75	-5.6396	66.26	
1971	42.188	-8.4467	65.961	
1973	33.75	3.4369e-013	66.5	
1974	42.188	-2.8223	66.44	
2165	50.625	-46.014	48.01	
2168	50.625	-41.777	51.739	
2169	59.063	-43.935	49.92	
2171	50.625	-37.238	55.096	
2172	59.063	-39.543	53.466	
2174	50.625	-32.432	58.055	
2175	59.063	-34.866	56.627	
2177	50.625	-27.391	60.597	
2178	59.063	-29.939	59.38	
2180	50.625	-22.154	62.701	
2181	59.063	-24.795	61.705	
2183	50.625	-16.757	64.354	
2184	59.063	-19.473	63.585	
2186	50.625	-11.239	65.543	
2187	59.063	-14.01	65.007	
2189	50.625	-5.6396	66.26	
2190	59.063	-8.4467	65.961	
2192	50.625	3.4369e-013	66.5	
2193	59.063	-2.8223	66.44	
2384	67.5	-46.014	48.01	
2387	67.5	-41.777	51.739	
2388	75.938	-43.935	49.92	
2390	67.5	-37.238	55.096	
2391	75.938	-39.543	53.466	
2393	67.5	-32.432	58.055	
2394	75.938	-34.866	56.627	
2396	67.5	-27.391	60.597	
2397	75.938	-29.939	59.38	
2399	67.5	-22.154	62.701	
2400	75.938	-24.795	61.705	
2402	67.5	-16.757	64.354	
2403	75.938	-19.473	63.585	
2405	67.5	-11.239	65.543	
2406	75.938	-14.01	65.007	
2408	67.5	-5.6396	66.26	
2409	75.938	-8.4467	65.961	
2411	67.5	3.4369e-013	66.5	
2412	75.938	-2.8223	66.44	
2603	84.375	-46.014	48.01	
2606	84.375	-41.777	51.739	
2607	92.813	-43.935	49.92	
2609	84.375	-37.238	55.096	
2610	92.813	-39.543	53.466	
2612	84.375	-32.432	58.055	
2613	92.813	-34.866	56.627	
2615	84.375	-27.391	60.597	
2616	92.813	-29.939	59.38	
2618	84.375	-22.154	62.701	
2619	92.813	-24.795	61.705	
2621	84.375	-16.757	64.354	
2622	92.813	-19.473	63.585	
2624	84.375	-11.239	65.543	
2625	92.813	-14.01	65.007	
2627	84.375	-5.6396	66.26	
2628	92.813	-8.4467	65.961	
2630	84.375	3.4369e-013	66.5	
2631	92.813	-2.8223	66.44	
2822	101.25	-46.014	48.01	
2825	101.25	-41.777	51.739	
2826	109.69	-43.935	49.92	
2828	101.25	-37.238	55.096	
2829	109.69	-39.543	53.466	
2831	101.25	-32.432	58.055	
2832	109.69	-34.866	56.627	
2834	101.25	-27.391	60.597	
2835	109.69	-29.939	59.38	
2837	101.25	-22.154	62.701	
2838	109.69	-24.795	61.705	
2840	101.25	-16.757	64.354	
2841	109.69	-19.473	63.585	
2843	101.25	-11.239	65.543	
2844	109.69	-14.01	65.007	
2846	101.25	-5.6396	66.26	
2847	109.69	-8.4467	65.961	
2849	101.25	3.4369e-013	66.5	
2850	109.69	-2.8223	66.44	
3041	118.13	-46.014	48.01	
3044	118.13	-41.777	51.739	
3045	126.56	-43.935	49.92	
3047	118.13	-37.238	55.096	
3048	126.56	-39.543	53.466	
3050	118.13	-32.432	58.055	
3051	126.56	-34.866	56.627	
3053	118.13	-27.391	60.597	
3054	126.56	-29.939	59.38	
3056	118.13	-22.154	62.701	
3057	126.56	-24.795	61.705	
3059	118.13	-16.757	64.354	
3060	126.56	-19.473	63.585	
3062	118.13	-11.239	65.543	
3063	126.56	-14.01	65.007	
3065	118.13	-5.6396	66.26	
3066	126.56	-8.4467	65.961	
3068	118.13	3.4369e-013	66.5	
3069	126.56	-2.8223	66.44	
3361	135.	3.7322e-013	66.5	
3363	135.	-5.6396	66.26	
3365	135.	-11.239	65.543	
3367	135.	-16.757	64.354	
3369	135.	-22.154	62.701	
3371	135.	-27.391	60.597	
3373	135.	-32.432	58.055	
3375	135.	-37.238	55.096	
3377	135.	-41.777	51.739	
3379	135.	-46.014	48.01	
